Year,Geography,County,Congressional District,State,Total Population,18 years and over,18 years and over2,"VOTING AGE POPULATION - Citizen, 18 and over population"
2016,5101500US2610157,Tuscola County (part),Congressional District 10 (115th Congress),Michigan,36280,28700,28700,28491
2016,5101500US2611125,Oakland County (part),Congressional District 11 (115th Congress),Michigan,465407,360539,360539,333014
2016,5101500US2611163,Wayne County (part),Congressional District 11 (115th Congress),Michigan,251870,195308,195308,185711
2016,5101500US2612161,Washtenaw County (part),Congressional District 12 (115th Congress),Michigan,260194,213036,213036,192342
2016,5101500US2612163,Wayne County (part),Congressional District 12 (115th Congress),Michigan,445786,340196,340196,325759
2016,5101500US2613163,Wayne County (part),Congressional District 13 (115th Congress),Michigan,684837,514225,514225,491647
2016,5101500US2614125,Oakland County (part),Congressional District 14 (115th Congress),Michigan,307159,240595,240595,225143
2016,5101500US2614163,Wayne County (part),Congressional District 14 (115th Congress),Michigan,385100,290470,290470,278158
2016,5101500US2701013,Blue Earth County,Congressional District 1 (115th Congress),Minnesota,65524,52667,52667,51118
2016,5101500US2701015,Brown County,Congressional District 1 (115th Congress),Minnesota,25327,19824,19824,19592
2016,5101500US2701033,Cottonwood County (part),Congressional District 1 (115th Congress),Minnesota,3746,2792,2792,2631
2016,5101500US2701039,Dodge County,Congressional District 1 (115th Congress),Minnesota,20361,14750,14750,14531
2016,5101500US2701043,Faribault County,Congressional District 1 (115th Congress),Minnesota,14119,11060,11060,10869
2016,5101500US2701045,Fillmore County,Congressional District 1 (115th Congress),Minnesota,20877,15868,15868,15710
2016,5101500US2701047,Freeborn County,Congressional District 1 (115th Congress),Minnesota,30751,24027,24027,23290
2016,5101500US2701055,Houston County,Congressional District 1 (115th Congress),Minnesota,18791,14754,14754,14701
2016,5101500US2701063,Jackson County,Congressional District 1 (115th Congress),Minnesota,10163,7897,7897,7723
2016,5101500US2701079,Le Sueur County,Congressional District 1 (115th Congress),Minnesota,27650,20914,20914,20437
2016,5101500US2701091,Martin County,Congressional District 1 (115th Congress),Minnesota,20193,15798,15798,15479
2016,5101500US2701099,Mower County,Congressional District 1 (115th Congress),Minnesota,39248,29464,29464,27710
2016,5101500US2701103,Nicollet County,Congressional District 1 (115th Congress),Minnesota,33226,25841,25841,25138
2016,5101500US2701105,Nobles County,Congressional District 1 (115th Congress),Minnesota,21729,15950,15950,12957
2016,5101500US2701109,Olmsted County (part),Congressional District 1 (115th Congress),Minnesota,150104,112883,112883,106224
2016,5101500US2701131,Rice County (part),Congressional District 1 (115th Congress),Minnesota,39419,29912,29912,28133
2016,5101500US2701133,Rock County,Congressional District 1 (115th Congress),Minnesota,9554,7146,7146,7043
2016,5101500US2701147,Steele County,Congressional District 1 (115th Congress),Minnesota,36541,27240,27240,26755
2016,5101500US2701161,Waseca County,Congressional District 1 (115th Congress),Minnesota,19034,14598,14598,14243
2016,5101500US2701165,Watonwan County,Congressional District 1 (115th Congress),Minnesota,10996,8325,8325,7448
2016,5101500US2701169,Winona County,Congressional District 1 (115th Congress),Minnesota,51145,41728,41728,40783
2016,5101500US2702037,Dakota County,Congressional District 2 (115th Congress),Minnesota,411402,308354,308354,293485
2016,5101500US2702049,Goodhue County,Congressional District 2 (115th Congress),Minnesota,46450,35870,35870,35027
2016,5101500US2702131,Rice County (part),Congressional District 2 (115th Congress),Minnesota,25697,20750,20750,19527
2016,5101500US2702139,Scott County,Congressional District 2 (115th Congress),Minnesota,139490,99382,99382,95238
2016,5101500US2702157,Wabasha County,Congressional District 2 (115th Congress),Minnesota,21327,16559,16559,16383
2016,5101500US2702163,Washington County (part),Congressional District 2 (115th Congress),Minnesota,42601,30997,30997,30426
2016,5101500US2703003,Anoka County (part),Congressional District 3 (115th Congress),Minnesota,62159,48235,48235,46454
2016,5101500US2703019,Carver County (part),Congressional District 3 (115th Congress),Minnesota,60475,43415,43415,41758
2016,5101500US2703053,Hennepin County (part),Congressional District 3 (115th Congress),Minnesota,572749,436494,436494,408105
2016,5101500US2704123,Ramsey County (part),Congressional District 4 (115th Congress),Minnesota,528220,404606,404606,371977
2016,5101500US2704163,Washington County (part),Congressional District 4 (115th Congress),Minnesota,165081,124157,124157,119482
2016,5101500US2705003,Anoka County (part),Congressional District 5 (115th Congress),Minnesota,54206,42251,42251,38726
2016,5101500US2705053,Hennepin County (part),Congressional District 5 (115th Congress),Minnesota,635674,502823,502823,456646
2016,5101500US2705123,Ramsey County (part),Congressional District 5 (115th Congress),Minnesota,3308,2742,2742,2445
2016,5101500US2706003,Anoka County (part),Congressional District 6 (115th Congress),Minnesota,224884,167177,167177,163334
2016,5101500US2706009,Benton County,Congressional District 6 (115th Congress),Minnesota,39457,29737,29737,29186
2016,5101500US2706019,Carver County (part),Congressional District 6 (115th Congress),Minnesota,36668,26582,26582,26154
2016,5101500US2706053,Hennepin County (part),Congressional District 6 (115th Congress),Minnesota,842,601,601,601
2016,5101500US2706141,Sherburne County,Congressional District 6 (115th Congress),Minnesota,91188,66219,66219,65002
2016,5101500US2706145,Stearns County (part),Congressional District 6 (115th Congress),Minnesota,123397,96066,96066,92528
2016,5101500US2706163,Washington County (part),Congressional District 6 (115th Congress),Minnesota,41063,30795,30795,30427
2016,5101500US2706171,Wright County (part),Congressional District 6 (115th Congress),Minnesota,129922,92467,92467,90975
2016,5101500US2707005,Becker County,Congressional District 7 (115th Congress),Minnesota,33375,25179,25179,24854
2016,5101500US2707007,Beltrami County (part),Congressional District 7 (115th Congress),Minnesota,31125,23205,23205,22948
2016,5101500US2707011,Big Stone County,Congressional District 7 (115th Congress),Minnesota,5098,4041,4041,4027
2016,5101500US2707023,Chippewa County,Congressional District 7 (115th Congress),Minnesota,12126,9338,9338,8997
2016,5101500US2707027,Clay County,Congressional District 7 (115th Congress),Minnesota,61402,47006,47006,45941
2016,5101500US2707029,Clearwater County,Congressional District 7 (115th Congress),Minnesota,8764,6595,6595,6555
2016,5101500US2707033,Cottonwood County (part),Congressional District 7 (115th Congress),Minnesota,7811,6019,6019,5879
2016,5101500US2707041,Douglas County,Congressional District 7 (115th Congress),Minnesota,36862,29039,29039,28939
2016,5101500US2707051,Grant County,Congressional District 7 (115th Congress),Minnesota,5943,4642,4642,4618
2016,5101500US2707067,Kandiyohi County,Congressional District 7 (115th Congress),Minnesota,42510,32351,32351,30769
2016,5101500US2707069,Kittson County,Congressional District 7 (115th Congress),Minnesota,4436,3478,3478,3443
2016,5101500US2707073,Lac qui Parle County,Congressional District 7 (115th Congress),Minnesota,6916,5528,5528,5479
2016,5101500US2707077,Lake of the Woods County,Congressional District 7 (115th Congress),Minnesota,3901,3181,3181,3143
2016,5101500US2707081,Lincoln County,Congressional District 7 (115th Congress),Minnesota,5793,4492,4492,4482
2016,5101500US2707083,Lyon County,Congressional District 7 (115th Congress),Minnesota,25670,19326,19326,18536
2016,5101500US2707085,McLeod County,Congressional District 7 (115th Congress),Minnesota,35926,27369,27369,26617
2016,5101500US2707087,Mahnomen County,Congressional District 7 (115th Congress),Minnesota,5480,3791,3791,3782
2016,5101500US2707089,Marshall County,Congressional District 7 (115th Congress),Minnesota,9406,7234,7234,7151
2016,5101500US2707093,Meeker County,Congressional District 7 (115th Congress),Minnesota,23094,17415,17415,17113
2016,5101500US2707101,Murray County,Congressional District 7 (115th Congress),Minnesota,8463,6678,6678,6525
2016,5101500US2707107,Norman County,Congressional District 7 (115th Congress),Minnesota,6638,5111,5111,5059
2016,5101500US2707111,Otter Tail County (part),Congressional District 7 (115th Congress),Minnesota,57694,45291,45291,44589
2016,5101500US2707113,Pennington County,Congressional District 7 (115th Congress),Minnesota,14156,10881,10881,10789
2016,5101500US2707117,Pipestone County,Congressional District 7 (115th Congress),Minnesota,9285,7000,7000,6782
2016,5101500US2707119,Polk County,Congressional District 7 (115th Congress),Minnesota,31550,24120,24120,23562
2016,5101500US2707121,Pope County,Congressional District 7 (115th Congress),Minnesota,10975,8651,8651,8603
2016,5101500US2707125,Red Lake County,Congressional District 7 (115th Congress),Minnesota,4042,3048,3048,3020
2016,5101500US2707127,Redwood County,Congressional District 7 (115th Congress),Minnesota,15578,11771,11771,11588
2016,5101500US2707129,Renville County,Congressional District 7 (115th Congress),Minnesota,14995,11635,11635,11385
2016,5101500US2707135,Roseau County,Congressional District 7 (115th Congress),Minnesota,15609,11716,11716,11495
2016,5101500US2707143,Sibley County,Congressional District 7 (115th Congress),Minnesota,14957,11310,11310,10901
2016,5101500US2707145,Stearns County (part),Congressional District 7 (115th Congress),Minnesota,30264,22424,22424,21824
2016,5101500US2707149,Stevens County,Congressional District 7 (115th Congress),Minnesota,9762,7711,7711,7429
2016,5101500US2707151,Swift County,Congressional District 7 (115th Congress),Minnesota,9483,7382,7382,7297
2016,5101500US2707153,Todd County,Congressional District 7 (115th Congress),Minnesota,24335,18485,18485,17899
2016,5101500US2707155,Traverse County,Congressional District 7 (115th Congress),Minnesota,3397,2702,2702,2679
2016,5101500US2707167,Wilkin County,Congressional District 7 (115th Congress),Minnesota,6479,4984,4984,4975
2016,5101500US2707173,Yellow Medicine County,Congressional District 7 (115th Congress),Minnesota,10038,7708,7708,7637
2016,5101500US2708001,Aitkin County,Congressional District 8 (115th Congress),Minnesota,15722,13015,13015,12958
2016,5101500US2708007,Beltrami County (part),Congressional District 8 (115th Congress),Minnesota,14519,10908,10908,10819
2016,5101500US2708017,Carlton County,Congressional District 8 (115th Congress),Minnesota,35482,27401,27401,27249
2016,5101500US2708021,Cass County,Congressional District 8 (115th Congress),Minnesota,28633,22541,22541,22415
2016,5101500US2708025,Chisago County (part),Congressional District 8 (115th Congress),Minnesota,54041,41310,41310,40988
2016,5101500US2708031,Cook County,Congressional District 8 (115th Congress),Minnesota,5215,4393,4393,4224
2016,5101500US2708035,Crow Wing County,Congressional District 8 (115th Congress),Minnesota,63321,49261,49261,48916
2016,5101500US2708057,Hubbard County,Congressional District 8 (115th Congress),Minnesota,20640,16163,16163,16065
2016,5101500US2708059,Isanti County,Congressional District 8 (115th Congress),Minnesota,38461,29013,29013,28823
2016,5101500US2708061,Itasca County,Congressional District 8 (115th Congress),Minnesota,45356,35717,35717,35559
2016,5101500US2708065,Kanabec County,Congressional District 8 (115th Congress),Minnesota,15918,12423,12423,12345
2016,5101500US2708071,Koochiching County,Congressional District 8 (115th Congress),Minnesota,12930,10418,10418,10114
2016,5101500US2708075,Lake County,Congressional District 8 (115th Congress),Minnesota,10721,8759,8759,8646
2016,5101500US2708095,Mille Lacs County,Congressional District 8 (115th Congress),Minnesota,25788,19540,19540,19425
2016,5101500US2708097,Morrison County,Congressional District 8 (115th Congress),Minnesota,32850,25087,25087,24948
2016,5101500US2708115,Pine County,Congressional District 8 (115th Congress),Minnesota,29067,23062,23062,22827
